,net,cell,lon,lat,range,samples,distanze
389,10,10084655,12.412249000000001,41.908712,20,7,6957.009645921756
390,10,10085694,12.413047,41.911259,245,2,6983.384345281038
391,10,10085691,12.413518,41.911881,323,3,6970.143254251483
392,10,10413393,12.535160000000001,41.865874,4,2,4463.57005038896
393,10,10413396,12.535147,41.86589,3,2,4461.635712177983
394,10,10413419,12.52571,41.893127,82,11,2789.5249699862766
395,10,10413422,12.525816,41.893132,28,5,2798.3262246228965
396,10,10084282,12.574191,41.901292,253,2,6904.5719683378065
397,10,10084897,12.452942,41.826934,37,3,7748.123686598012
398,10,10084891,12.464312,41.829622,1115,10,7116.457598681545
399,10,50594049,12.45282,41.826879999999996,43,2,7757.840469307139
400,10,2964220,12.421154,41.934723,1,2,7704.271702016653
401,10,2984182,12.475265,41.899495,99,9,1754.379992513092
402,10,2987207,12.474639,41.89741,227,9,1673.8672279634347
403,10,2987747,12.500794,41.834932,306,3,6175.756860694261
404,10,2991542,12.475824000000001,41.900643,55,3,1796.9072847106936
405,10,2991550,12.476317,41.900822999999995,23,3,1779.1449317800295
406,10,2991637,12.476546,41.899868,67,6,1695.7403283580793
407,10,2999944,12.479096,41.904193,13,2,1905.5656341815431
408,10,3002543,12.433567,41.899429,18,11,4983.842016848981
409,10,2787775,12.433565,41.899433,13,6,4984.095936475193
410,10,3004507,12.577661,41.888895,1,4,7083.291634959605
411,10,3009810,12.569673,41.927937,661,6,7666.239820284405
412,10,3010012,12.509839,41.894773,5,2,1540.2040634356854
413,10,3010018,12.509811000000001,41.89467,11,3,1534.2506830617842
414,10,3013559,12.456439999999999,41.902025,11,5,3256.37715212143
415,10,3013563,12.456399000000001,41.902021999999995,8,7,3259.3549338733305
416,10,3013588,12.456411,41.902048,11,7,3259.61084597439
417,10,10412783,12.477464,41.949015,141,11,6651.026310868035
418,10,10412780,12.477122,41.949011999999996,242,14,6656.018246732663
419,10,10412781,12.477702,41.94897,44,21,6642.479534739362
420,10,10069505,12.49028,41.857597,288,4,3622.247286200507
421,10,10412490,12.489496,41.858232,76,6,3555.5111593788542
422,10,10412493,12.489444,41.858146000000005,15,3,3565.329910646867
423,10,10365814,12.46563,41.896476,425,8,2323.850055191506
424,10,10412466,12.459987,41.898371000000004,28,3,2834.399075323054
425,10,10395504,12.471772999999999,41.891884000000005,374,22,1716.7003342826795
426,10,10395502,12.473873,41.890221000000004,141,8,1531.894834433681
427,10,10413363,12.515412,41.865255,1174,2,3366.1219424459955
428,10,24393,12.376347,41.870884999999994,693,2,9862.799225527902
429,10,24391,12.386507,41.882193,502,3,8827.813980715931
430,10,10412784,12.477839999999999,41.948904,13,9,6633.18821162896
431,10,17674271,12.437894,41.822485,1796,2,8772.41850697345
432,10,10036052,12.475511000000001,41.832473,36,3,6559.1755709179515
433,10,10413427,12.518452,41.900145,187,30,2434.271581219385
434,10,10413421,12.519103,41.900742,231,11,2512.7780007532365
435,10,10413424,12.518112,41.899485999999996,257,6,2376.427970057773
436,10,10362789,12.517434,41.899926,14,4,2348.0379971179823
437,10,10362792,12.517398,41.899283000000004,77,27,2313.27800973314
438,10,10362790,12.517102000000001,41.898942,229,37,2274.7456438745266
439,10,10412586,12.517711,41.899256,21,3,2335.3672338677525
440,10,10413427,12.5177,41.899390000000004,3,2,2341.012324818164
441,10,10362793,12.516434,41.89873,117,24,2214.570795819515
442,10,10362794,12.513738,41.897618,96,2,1959.5567385933098
443,10,10362791,12.515163000000001,41.897438,78,25,2059.4588739914752
444,10,10413420,12.51506,41.894182,427,5,1938.1357788559385
445,10,10413423,12.515101,41.896603999999996,7,2,2020.1555428195177
446,10,10413426,12.515072,41.896592999999996,1,2,2017.4724978162915
447,10,41626,12.58746,41.86246,7,2,8475.462137069451
448,10,41624,12.588355,41.862338,99,6,8549.624498934518
449,10,41621,12.588712,41.862278,70,10,8579.668545727567
450,10,10084319,12.427655999999999,41.900093,111,4,5479.09167819436
451,10,10085045,12.417736999999999,41.879919,19,5,6295.164262272406
452,10,10413766,12.475553,41.935653,20,4,5239.807179903439
453,10,10412783,12.475659,41.93565,7,2,5237.156485666023
454,10,10413763,12.475705,41.935685,5,3,5239.900071052821
455,10,10413766,12.475308,41.935681,30,5,5248.238591215619
456,10,10087079,12.607336,41.856435,4,2,10256.215889021296
457,10,10065250,12.442382,41.810716,7,2,9751.515697828268
458,10,10086892,12.442342,41.810771,4,2,9747.40091872779
459,10,23999,12.438612,41.973754,76,6,10297.282923163166
460,10,28443,12.543251,41.876665,13,3,4484.8568625473235
461,10,10412214,12.54407,41.876999999999995,73,3,4536.82861177306
462,10,10412211,12.543629,41.876655,27,4,4514.805601325785
463,10,10412217,12.543689,41.876575,2,2,4522.464798199611
464,10,10084071,12.569422,41.92504,945,7,7477.326624880463
465,10,10413012,12.460355,41.90383,493,31,3056.4799447116766
466,10,10086320,12.562632,41.930862,143,8,7378.659809681496
467,10,10086323,12.562793,41.930997999999995,1,2,7398.466950862969
468,10,10084074,12.525407000000001,41.916981,4758,14,4049.496609915469
469,10,53691,12.573167,41.91021,25,2,7067.34149863025
470,10,10413203,12.464843,41.904329,464,14,2770.4600491247365
471,10,10413206,12.463905,41.904872,365,13,2868.7747077467616
472,10,10363619,12.463289999999999,41.904126,1,2,2865.243325318609
473,10,10413200,12.463646,41.905086,273,7,2899.980621927762
474,10,10413009,12.460097,41.903897,193,32,3078.7620082083504
475,10,29639,12.465847,41.903989,26,8,2680.4830812508562
476,10,30127,12.463393,41.904027,386,4,2852.111856071511
477,10,10413583,12.465152,41.902815000000004,503,16,2656.8236501322303
478,10,10413580,12.464825,41.902287,274,7,2649.6494339279498
479,10,10412281,12.466018,41.904146000000004,26,3,2678.923267724379
480,10,10412284,12.465689999999999,41.904088,78,6,2697.4595059445037
481,10,10413586,12.465363,41.903071999999995,129,10,2657.252909893882
482,10,10413010,12.464872999999999,41.903352000000005,129,2,2708.2661096988277
483,10,10413013,12.46316,41.902464,20,2,2779.169217441794
484,10,10413582,12.462639,41.903023,55,2,2847.508000762181
485,10,10413585,12.463357,41.902798,81,4,2783.439547261114
486,10,10413011,12.463061,41.903157,29,3,2824.827027200002
487,10,10413014,12.462427,41.902981,22,4,2860.4225742621593
488,10,10360469,12.452817999999999,41.907215,65,3,3786.0228577094917
489,10,17687584,12.457769,41.879202,10,16,3116.7376242397204
490,10,10412579,12.532845,41.909764,13,9,4004.637733222328
491,10,30481,12.560053,41.906256,2,2,5896.837334225722
492,10,10085475,12.553125999999999,41.905521,591,3,5325.194566419903
493,10,10084242,12.545936,41.907967,148,2,4867.533791673648
494,10,10411800,12.469333,41.86224,248,3,3642.8557860690908
495,10,10411803,12.470761999999999,41.862483000000005,77,7,3558.7618631660303
496,10,10086874,12.589404,41.948221999999994,157,11,10315.917053422923
497,10,10379849,12.541839,41.891663,116,3,4112.104869070077
498,10,10413501,12.465989,41.904133,8,2,2680.0497005224756
499,10,10084099,12.482189,41.820886,30,4,7741.6838711807295
500,10,10084449,12.48403,41.854884000000006,7,7,3979.694643185635
501,10,10084452,12.484065,41.854859000000005,0,2,3981.9277655833034
502,10,10054292,12.474131,41.836296000000004,14,4,6171.995312999046
503,10,10413525,12.529727000000001,41.881293,19,5,3256.767074263757
504,10,10413522,12.529636,41.881244,16,23,3251.226849269582
505,10,10413015,12.461721,41.90371,392,12,2951.7942418763196
506,10,10403380,12.529622999999999,41.881274,27,5,3249.183412290762
507,10,10413519,12.529586,41.881262,6,4,3246.6644849383706
508,10,10411811,12.432292,41.897377,43,2,5046.381528659166
509,10,10085410,12.521537,41.951698,27,7,7250.444130906262
510,10,10085413,12.521514999999999,41.951903,14,2,7271.300034698486
511,10,10085730,12.489498,41.816268,29,2,8212.03087585468
512,10,30379,12.380083,41.934236,172,2,10520.325824032609
513,10,10054284,12.467613,41.819339,11,2,8130.901876003788
514,10,10032742,12.464141999999999,41.822134999999996,1405,5,7911.225476230937
515,10,10084689,12.456693,41.823689,265,6,7955.289558857296
516,10,10061340,12.417055,41.889146999999994,858,5,6248.47558611064
517,10,10084949,12.437178,41.889165000000006,307,2,4578.721865952843
518,10,10084955,12.440722000000001,41.884365,398,2,4331.688877668637
519,10,10032979,12.449475999999999,41.876902,60,2,3850.357296641757
520,10,10059135,12.515702000000001,41.831022,751,5,6850.525060196411
521,10,10088422,12.474758,41.822575,1793,9,7648.627154109654
522,10,1543,12.383697999999999,41.838902000000004,1008,2,10666.7248764589
523,10,64127,12.377098,41.856339,1007,2,10277.73764032029
524,10,64129,12.383697999999999,41.838902000000004,1008,2,10666.7248764589
525,10,64122,12.383697999999999,41.838902000000004,1008,2,10666.7248764589
526,10,10084253,12.594211999999999,41.83963,1926,5,10152.125934557118
527,10,10412287,12.466485,41.904884,299,4,2696.29257083853
528,10,10084879,12.40719,41.891684999999995,316,17,7068.025028507198
529,10,10412603,12.480124,41.892134999999996,405,4,1036.2542260633013
530,10,10412653,12.48061,41.888649,528,7,987.3910905816653
531,10,10387830,12.485122,41.885678000000006,553,4,779.2622385233799
532,10,10408646,12.492436,41.882283,2820,109,876.3941111571916
533,10,10084640,12.441575,41.913716,8,3,4957.393288255525
534,10,28232,12.465817,41.904032,108,11,2685.2590868809775
535,10,10071391,12.367092,41.868263,1347,4,10676.784589140463
536,10,30121,12.465447,41.903858,8,3,2699.547970693469
537,10,46611,12.464144000000001,41.904069,455,5,2802.407199345193
538,10,56991,12.465463,41.903803,1,3,2695.01522345598
539,10,10412106,12.502647,41.899319,20,2,1328.4826070922084
540,10,10061343,12.420167,41.888439,105,2,5992.288817601511
541,10,10362263,12.499788,41.898309000000005,7,7,1095.2591020521259
542,10,29633,12.466115,41.903991,12,2,2662.4069861324806
543,10,10084174,12.368352,41.86849,692,6,10569.184011507
544,10,10086564,12.600589999999999,41.912119,3,2,9308.04992126279
545,10,10084296,12.569671000000001,41.922446,6,2,7350.386871050271
546,10,10086693,12.515919,41.963347,1,3,8359.749642913132
547,10,29691,12.409982000000001,41.890964000000004,3839,16,6834.9188031169715
548,10,10414031,12.480367,41.872811999999996,97,3,2168.992602279725
549,10,10411989,12.499007,41.87233,2728,21,2057.8526454684375
550,10,10414031,12.479749,41.872951,94,3,2179.3889947454413
551,10,10395630,12.470064,41.871559000000005,196,2,2773.188295597777
552,10,10084952,12.4455,41.881645,2186,7,4000.6574945068437
553,10,10084932,12.42982,41.891515000000005,62,3,5190.0664406923615
554,10,10061343,12.41501,41.888821,280,2,6418.9316025418975
555,10,10061342,12.412711999999999,41.890545,27,2,6607.935219058603
556,10,10085883,12.411627000000001,41.893081,13,2,6705.504420254924
557,10,10084882,12.407492999999999,41.891936,44,3,7043.591696325915
558,10,29697,12.407441,41.891609,112,8,7047.007976788342
559,10,10396993,12.504063,41.872448999999996,392,3,2196.3099149236323
560,10,10413361,12.507961,41.876281,12,2,2015.909107068194
561,10,10413331,12.512630999999999,41.87507,113,2,2377.626332589649
562,10,10413334,12.512556,41.875124,216,3,2368.9825066767157
563,10,10375503,12.517708,41.876366,7,2,2605.470212404821
564,10,10375499,12.522932,41.877182,105,3,2921.175154339865
565,10,10413521,12.527688000000001,41.880437,109,4,3127.511544807811
566,10,10413519,12.529192,41.880415,166,8,3245.74582092558
567,10,10412283,12.46997,41.90648,163,9,2593.0170542496758
568,10,10412286,12.470031,41.907121000000004,133,8,2639.682036612674
569,10,10362504,12.484625,41.916522,438,15,2995.656321271653
570,10,10362501,12.485016,41.91648,486,15,2984.3317849257337
571,10,10382337,12.489567999999998,41.917483000000004,242,11,3042.0118062500073
572,10,10382330,12.489142999999999,41.913983,410,4,2657.806919032766
573,10,10382336,12.490864,41.913244,79,3,2565.417343569859
574,10,10411875,12.490478,41.912744,50,4,2511.7026614726233
575,10,10362332,12.477634,41.919169000000004,168,3,3443.770479577988
576,10,10412467,12.474423,41.915779,29,2,3208.878162892019
577,10,10362409,12.470604,41.914477000000005,57,3,3246.143879766273
578,10,10413703,12.466745,41.913486,142,3,3348.5033314441334
579,10,10363619,12.458656,41.90651,683,11,3331.897622398551
580,10,10363625,12.458003,41.90619,79,19,3358.5173857537757
581,10,10413207,12.458215,41.906531,186,8,3363.9077106864875
582,10,10363622,12.458307000000001,41.906139,60,12,3334.131880295905
583,10,10413201,12.457991,41.907158,9,3,3417.499525815215
584,10,10413204,12.457963000000001,41.906988,15,3,3409.0591831105476
585,10,10413204,12.459222,41.904767,151,3,3190.0377905279192
586,10,10084885,12.407138,41.891085,258,4,7071.10385589292
587,10,10084930,12.421205,41.889193,352,2,5904.013713818816
588,10,10084952,12.439409,41.885251000000004,1546,6,4426.219199737255
589,10,10411992,12.497469,41.871787,987,5,2086.2083141366306
590,10,10396990,12.505374,41.873408000000005,294,2,2153.950292967357
591,10,10412233,12.509674,41.875294,166,2,2191.660769030763
592,10,10084284,12.564897,41.905543,27,3,6259.0675508192635
593,10,10085223,12.58248,41.840543,16,5,9295.522898679306
594,10,10085210,12.5824,41.840623,6,3,9284.90228587064
595,10,10412650,12.476287,41.891537,214,18,1340.117868828609
596,10,10412251,12.476830999999999,41.890696999999996,4,5,1287.7033223001415
597,10,10061339,12.412956,41.89012,205,4,6587.580252732318
598,10,10085072,12.440631,41.858166,69,2,5572.969960108362
599,10,10085074,12.441345,41.858422999999995,156,6,5509.131040524938
600,10,10085081,12.421683999999999,41.925582,10,2,7058.767734683833
601,10,10085939,12.457078,41.873946000000004,67,2,3436.6654029953943
602,10,10414700,12.456125,41.874553999999996,430,4,3469.9998604299726
603,10,10084069,12.564862,41.929477,803,8,7434.4525461288895
604,10,10391699,12.479805,41.905751,10,7,2018.483513335048
605,10,10084320,12.429294,41.895684,341,3,5267.098502520824
606,10,10085942,12.445542,41.878278,2281,3,4102.108440779501
607,10,10411802,12.455114,41.873713,1746,3,3589.6050615057966
608,10,10067004,12.471085,41.860803000000004,404,2,3708.393085256413
609,10,10412142,12.479327,41.866539,162,3,2838.3235871298966
610,10,10364679,12.480155,41.871269,43,2,2330.265781060673
611,10,10413522,12.529213,41.880247,153,9,3253.6679697819013
612,10,10395631,12.466967,41.872728,84,2,2861.25951034484
613,10,10084492,12.465881,41.861383000000004,234,2,3878.9689547150047
614,10,10412402,12.501278999999998,41.899838,8,2,1305.3023656848343
615,10,10413264,12.539421,41.892161,16,2,3914.316126205135
616,10,10395634,12.465805,41.872768,143,2,2930.0221104294415
617,10,10412484,12.458719,41.87257,19,2,3406.8368224930227
618,10,10414701,12.452195,41.878173,99,2,3588.0634289661402
619,10,10084949,12.432075,41.887532,1171,3,5009.529240564519
620,10,10412481,12.45964,41.871238,100,2,3433.1297247907805
621,10,10413170,12.514908,41.938390999999996,124,2,5673.732594447836
622,10,10398784,12.511005,41.936134,102,2,5334.869334441186
623,10,10403382,12.525087,41.887733000000004,250,3,2732.0480192516543
624,10,10414035,12.483412,41.876946000000004,571,4,1645.1119752061106
625,10,10084412,12.372067,41.867432,142,2,10297.43841180554
626,10,10088320,12.432601,41.806678000000005,248,23,10517.094679694132
627,10,10088323,12.432037,41.806483,141,21,10558.333696867587
628,10,10363774,12.467283,41.883019,69,3,2225.6074003537315
629,10,10363771,12.466325,41.88273,3,2,2311.344387956024
630,10,12115720,12.479786,41.820375,289,11,7822.172194043608
631,10,10411810,12.449562,41.910536,2099,2,4208.403572882048
632,10,10077394,12.424555999999999,41.904331,87,2,5839.941418808125
633,10,12117458,12.529521,41.880974,96,8,3251.4432632943804
634,10,12117455,12.529781,41.881289,97,7,3261.173308514382
635,10,12492782,12.471568,41.871871,347,8,2665.0657874110348
636,10,12509633,12.458944,41.872139000000004,215,3,3419.3879901735204
637,10,12117229,12.525292,41.879603,20,7,2977.0301676060294
638,10,10088326,12.435624,41.803603,904,3,10706.732605906287
639,10,12118390,12.470329,41.806073,2118,214,9518.049256740633
640,10,12118393,12.46265,41.808076,1995,571,9445.82038019655
641,10,12118398,12.470659,41.799541,1505,133,10226.16584655715
642,10,17734451,12.506346,41.898942,458,5,1517.0274280032434
643,10,10387831,12.47402,41.890928,623,10,1521.9891860040025
644,10,10387833,12.484024,41.886472,544,21,802.6918024589986
645,10,10387834,12.482814999999999,41.894612,676,98,931.0071756479294
646,10,10394111,12.501699,41.893373,118,5,854.8523246763671
647,10,10413401,12.50191,41.893190000000004,20,10,862.7129102187812
648,10,10394114,12.50102,41.894096999999995,136,6,842.586179283664
649,10,17674273,12.434182,41.804971,973,6,10624.361687567229
650,10,17765664,12.432233,41.8065,103,19,10548.96017964921
651,10,12492785,12.469348,41.870546999999995,707,6,2896.769396923886
652,10,10414034,12.479432000000001,41.872664,118,3,2219.99168395077
653,10,12117300,12.494538,41.87425,1260,2,1778.0454289168035
654,10,12117267,12.511475,41.87462,32,3,2347.1624468126415
655,10,12079440,12.520596000000001,41.876492,30,2,2795.177699094426
656,10,12079438,12.522733,41.877099,133,5,2911.4135984379936
657,10,10412600,12.479063,41.896232,210,3,1290.474343932331
658,10,10365809,12.467825,41.898475,71,2,2232.983365465995
659,10,17835532,12.42228,41.813786,1186,19,10287.07224902056
660,10,28721,12.43215,41.806452,7,2,10556.91975095383
661,10,28889,12.43211,41.806511,0,2,10552.72082419604
662,10,10067289,12.417442999999999,41.822194,475,564,9781.560304920762
663,10,10071394,12.366858,41.871256,795,10,10624.754278547516
664,10,17548811,12.435400999999999,41.838555,1,2,7430.461277667962
665,10,10412604,12.475661,41.895956,274,16,1525.2755744634217
666,10,10414590,12.471121,41.898001,89,4,1963.2087309514532
667,10,10365811,12.466169,41.897447,303,2,2316.5944849260404
668,10,10084953,12.446968,41.877773,67,2,4009.1736117707246
669,10,10414703,12.453788000000001,41.876445000000004,49,2,3543.936744520347
670,10,12509636,12.460061,41.872046999999995,384,22,3350.817246249861
671,10,12492803,12.46369,41.866513,4,2,3543.76827518998
672,10,10414031,12.477537,41.872561,374,13,2309.6653701057235
673,10,12100926,12.505657000000001,41.873458,331,9,2161.079062349436
674,10,12117297,12.506452000000001,41.875442,523,4,2012.6795569671954
675,10,17718795,12.552484,41.934193,112,6,6986.538018207256
676,10,12492806,12.463616,41.866991,217,2,3508.7421262188427
677,10,12100929,12.506172,41.874154,164,3,2117.9176120635043
678,10,12079439,12.517805000000001,41.876274,55,3,2617.997172975395
679,10,12116448,12.47305,41.837738,88,6,6039.995785020563
680,10,12116451,12.474333,41.839713,316,7,5800.409543878583
681,10,12116445,12.46745,41.828539,526,2,7150.6667256138235
682,10,12116968,12.598303,41.856875,11227,170,9543.038697690446
683,10,17723403,12.584311,41.947666999999996,508,6,9949.954057548568
684,10,12492789,12.467594,41.870731,15,2,2979.81100296264
685,10,10084959,12.547339,41.941056,12,2,7264.055779174481
686,10,10085295,12.606665,41.918053,232,20,9979.478628827996
687,10,10085296,12.610127,41.917878,1333,190,10247.104521934742
688,10,10065100,12.595142999999998,41.91401,1176,42,8932.493727707735
689,10,10085290,12.611039,41.919446,304,34,10372.46269514157
690,10,10085291,12.608899000000001,41.924268,729,56,10386.73325232226
691,10,10085297,12.602886999999999,41.931394,1350,398,10251.632611953657
692,10,10086873,12.595017,41.941239,760,38,10234.348368397343
693,10,10062139,12.586967,41.951512,236,16,10394.504744525648
694,10,10062144,12.578331,41.958899,913,54,10447.89746990034
695,10,10062143,12.604472,41.919431,6472,444,9855.96582721075
696,10,10062146,12.571442999999999,41.960696,2331,112,10218.5791695797
697,10,10084343,12.551692,41.970603999999994,1236,129,10200.496703730874
698,10,10086861,12.587878,41.907773,3,2,8166.0855536819045
699,10,10086873,12.596314,41.939661,82,6,10228.92845953141
700,10,10413703,12.465722999999999,41.912772,50,2,3342.9615074656062
701,10,10387832,12.483792,41.890338,6,3,708.9138642008735
702,10,10387829,12.484213,41.89029,34,4,673.8624660910955
703,10,12067669,12.469471,41.835933000000004,204,5,6316.386707325243
704,10,12510081,12.420876,41.829238000000004,637,1353,9000.470993406621
705,10,12512043,12.430347,41.832931,523,1122,8179.839767146244
706,10,12512041,12.440861,41.831934999999994,379,792,7752.7707862377
707,10,12511922,12.447869,41.835295,309,658,7126.087256476113
708,10,12511921,12.45323,41.839946000000005,346,728,6454.564956591502
709,10,12066616,12.457725,41.839349,171,692,6334.185215632133
710,10,12066619,12.4614,41.839665000000004,284,924,6169.81335537364
711,10,12115969,12.467549,41.842788,419,1452,5650.959394188848
712,10,12509323,12.450705000000001,41.837781,44,123,6768.140976883629
713,10,12115968,12.478947999999999,41.839667,567,3914,5718.718600215118
714,10,12116095,12.487822,41.835634999999996,253,1063,6069.127275267045
715,10,12116098,12.485544,41.83805,103,446,5816.694782121981
716,10,17675295,12.506254,41.851025,3163,8,4499.206043115314
717,10,17782047,12.518982000000001,41.89506,902,33,2277.397092926336
718,10,17685792,12.507191,41.897308,575,7,1465.895100438628
719,10,17183244,12.422854,41.91649,2,2,6463.643434067619
720,10,17670432,12.608329,41.917839,772,8,10103.585044231762
721,10,17707041,12.453347,41.934559,1,5,5896.245095271468
722,10,12116213,12.565938000000001,41.820839,1043,88,9831.756365566795
723,10,12116622,12.553179,41.833795,108,2,8045.893954897466
724,10,12064437,12.552342999999999,41.836889,59,2,7736.466598207177
725,10,12064439,12.553207,41.834863,45,2,7955.371429241876
726,10,12116619,12.549662,41.836657,696,107,7615.1149206417185
727,10,12508965,12.447362,41.889055,100,2,3734.2132459197824
728,10,12510769,12.441219,41.890205,53,2,4241.942292632609
729,10,10086812,12.433987,41.890978999999994,50,2,4842.944802047692
730,10,10412654,12.474264,41.891141999999995,121,11,1503.2822869159509
731,10,17689121,12.482375,41.905832000000004,18,5,1925.5167869597904
732,10,10363719,12.482464,41.905854,8,4,1924.5705438417808
733,10,17762592,12.606860000000001,41.897399,3,4,9538.40436026864
734,10,57671,12.547325,41.895665,8,2,4604.51077291151
735,10,57672,12.547825,41.89348,0,2,4620.123028005635
736,10,12509711,12.407,41.890877,292,14,7082.274380500102
737,10,10034230,12.61607,41.876562,7,4,10381.237213591565
738,10,10034233,12.616061,41.876568,3,3,10380.400650293115
739,10,17694773,12.490089,41.924328,35,2,3798.2045139329853
740,10,17694753,12.490056,41.924251,43,5,3789.7976638198475
741,10,17789216,12.529378999999999,41.881223999999996,5,8,3231.6023549547804
742,10,17694477,12.511371,41.905947,1,5,2359.241375857706
743,10,10395559,12.507305,41.916552,3,4,3182.5124466695383
744,10,12117299,12.506134,41.873870000000004,53,2,2142.79911851564
745,10,12116169,12.509432,41.875357,196,4,2173.216256630787
746,10,10412391,12.499571000000001,41.911158,9,2,2407.011841045011
747,10,12509714,12.406978,41.891707000000004,65,8,7085.671517663459
748,10,12509717,12.407093,41.891011999999996,249,7,7074.73071385485
749,10,17761313,12.483725999999999,41.950334000000005,51,5,6720.205194985008
750,10,10084243,12.540403999999999,41.908409999999996,130,2,4473.9771920967805
751,10,10084240,12.542162,41.908695,127,2,4618.5286970767265
752,10,10363622,12.460496000000001,41.905808,6,2,3161.4374593694292
753,10,12510715,12.412857,41.893377,224,2,6605.220107615094
754,10,10414036,12.484645,41.873294,1,2,1980.3424248330293
755,10,12100929,12.504381,41.872169,21,3,2235.9117574727807
756,10,17781537,12.522473,41.925509000000005,272,4,4653.887523700311
757,10,17668385,12.585027,41.833671,2936,80,9930.803931638262
758,10,17680416,12.556856,41.829588,314,14,8601.555067556657
759,10,17692704,12.552659,41.83448,137,14,7959.565385640194
760,10,17692705,12.547413,41.838602,1344,54,7329.733182556168
761,10,12116615,12.532584,41.848628999999995,780,37,5697.334325376861
762,10,17732129,12.518865,41.856963,846,31,4296.2952490980215
763,10,17677344,12.509117,41.857671999999994,1407,54,3869.527786175386
764,10,17287200,12.496477,41.861175,1067,17,3239.169145682081
765,10,17736993,12.496196000000001,41.865522999999996,1022,97,2756.631492759685
766,10,17737013,12.496292,41.865868,1035,228,2719.5280213870947
767,10,17664287,12.607687,41.849483,130,4,10589.636761535294
768,10,17740084,12.564252,41.822794,420,30,9574.615979102502
769,10,17740045,12.564424,41.822514,503,10,9607.844475537111
770,10,17740065,12.562297000000001,41.824188,838,23,9352.348917776651
771,10,17690400,12.550536,41.835537,9196,49,7757.630166912385
772,10,12116987,12.516934,41.856957,712,17,4216.938866002701
773,10,17740063,12.560035000000001,41.826176000000004,215,12,9062.58664731333
